date,year,month,fiscal_year,mineral,flow,hs_code,country,port,state,value_usd_mn,value_inr_cr,quantity_mt,unit_price_usd_mt
2018-09-01,2018,9,FY2018-19,Copper,Export,74031300,United States,Visakhapatnam,Gujarat,7.066,58.645,652.4,10830.25
2018-09-01,2018,9,FY2018-19,Copper,Export,74020010,Others,Kolkata,Gujarat,24.36,202.189,2249.27,10830.25
2018-10-01,2018,10,FY2018-19,Copper,Export,74010010,United Arab Emirates,Kolkata,Karnataka,20.299,168.481,1998.75,10155.82
2018-10-01,2018,10,FY2018-19,Copper,Export,74010010,China,Kandla,Maharashtra,15.018,124.645,1478.71,10155.82
2018-10-01,2018,10,FY2018-19,Copper,Export,74031200,Nepal,Mundra,Tamil Nadu,11.547,95.84,1136.98,10155.82
2018-10-01,2018,10,FY2018-19,Copper,Export,26030010,Bangladesh,Kandla,West Bengal,9.045,75.076,890.65,10155.82
2018-10-01,2018,10,FY2018-19,Copper,Export,74031200,United States,Cochin,Andhra Pradesh,6.924,57.47,681.78,10155.82
2018-10-01,2018,10,FY2018-19,Copper,Export,74031300,Others,Visakhapatnam,West Bengal,27.3,226.59,2688.12,10155.82
2018-11-01,2018,11,FY2018-19,Copper,Export,74010010,United Arab Emirates,JNPT Mumbai,Karnataka,19.539,162.17,1810.69,10790.67
2018-11-01,2018,11,FY2018-19,Copper,Export,74031100,China,JNPT Mumbai,Tamil Nadu,19.069,158.274,1767.19,10790.67
2018-11-01,2018,11,FY2018-19,Copper,Export,26030010,Nepal,Kolkata,West Bengal,10.882,90.324,1008.5,10790.67
2018-11-01,2018,11,FY2018-19,Copper,Export,74031300,Bangladesh,Mundra,Maharashtra,8.683,72.071,804.7,10790.67
2018-11-01,2018,11,FY2018-19,Copper,Export,74031200,United States,Chennai,West Bengal,8.508,70.617,788.46,10790.67
2018-11-01,2018,11,FY2018-19,Copper,Export,74020010,Others,Kolkata,Rajasthan,30.215,250.78,2800.06,10790.67
2018-12-01,2018,12,FY2018-19,Copper,Export,74031200,United Arab Emirates,Chennai,Karnataka,21.17,175.707,2160.58,9798.09
2018-12-01,2018,12,FY2018-19,Copper,Export,74031300,China,Chennai,Tamil Nadu,14.211,117.954,1450.41,9798.09
2018-12-01,2018,12,FY2018-19,Copper,Export,26030010,Nepal,Chennai,Andhra Pradesh,10.297,85.467,1050.94,9798.09
2018-12-01,2018,12,FY2018-19,Copper,Export,74031300,Bangladesh,JNPT Mumbai,Maharashtra,8.269,68.631,843.92,9798.09
2018-12-01,2018,12,FY2018-19,Copper,Export,74020010,United States,Kolkata,Maharashtra,7.626,63.293,778.28,9798.09
2018-12-01,2018,12,FY2018-19,Copper,Export,74031100,Others,Visakhapatnam,Karnataka,25.656,212.946,2618.49,9798.09
2019-01-01,2019,1,FY2018-19,Copper,Export,74031200,United Arab Emirates,Cochin,Tamil Nadu,19.322,160.375,2087.06,9258.1
2019-01-01,2019,1,FY2018-19,Copper,Export,74031100,China,Tuticorin,Maharashtra,13.356,110.853,1442.61,9258.1
2019-01-01,2019,1,FY2018-19,Copper,Export,74031300,Nepal,Kandla,Tamil Nadu,10.719,88.971,1157.84,9258.1
2019-01-01,2019,1,FY2018-19,Copper,Export,74031100,Bangladesh,Visakhapatnam,Maharashtra,8.145,67.606,879.8,9258.1
2019-01-01,2019,1,FY2018-19,Copper,Export,26030090,United States,Kolkata,Andhra Pradesh,7.834,65.026,846.23,9258.1
2019-01-01,2019,1,FY2018-19,Copper,Export,74020010,Others,Kolkata,Gujarat,27.899,231.566,3013.52,9258.1
2019-02-01,2019,2,FY2018-19,Copper,Export,26030010,United Arab Emirates,Cochin,Andhra Pradesh,18.987,157.596,1951.78,9728.29
2019-02-01,2019,2,FY2018-19,Copper,Export,74031200,China,Chennai,Tamil Nadu,15.301,126.999,1572.84,9728.29
2019-02-01,2019,2,FY2018-19,Copper,Export,74031200,Nepal,Kandla,Maharashtra,11.511,95.539,1183.23,9728.29
2019-02-01,2019,2,FY2018-19,Copper,Export,26030090,Bangladesh,Kolkata,Odisha,7.677,63.723,789.19,9728.29
2019-02-01,2019,2,FY2018-19,Copper,Export,26030090,United States,JNPT Mumbai,Gujarat,6.012,49.902,618.02,9728.29
2019-02-01,2019,2,FY2018-19,Copper,Export,74031100,Others,Mundra,Andhra Pradesh,23.868,198.1,2453.41,9728.29
2019-03-01,2019,3,FY2018-19,Copper,Export,74031200,United Arab Emirates,Cochin,Odisha,24.773,205.616,2351.32,10535.78
2019-03-01,2019,3,FY2018-19,Copper,Export,74031100,China,JNPT Mumbai,Maharashtra,19.507,161.907,1851.49,10535.78
2019-03-01,2019,3,FY2018-19,Copper,Export,74010010,Nepal,Tuticorin,West Bengal,14.018,116.348,1330.49,10535.78
2019-03-01,2019,3,FY2018-19,Copper,Export,74020010,Bangladesh,Cochin,Maharashtra,10.206,84.713,968.74,10535.78
2019-03-01,2019,3,FY2018-19,Copper,Export,26030090,United States,JNPT Mumbai,Gujarat,8.709,72.284,826.61,10535.78
2019-03-01,2019,3,FY2018-19,Copper,Export,74031200,Others,JNPT Mumbai,Tamil Nadu,26.336,218.585,2499.63,10535.78
2019-04-01,2019,4,FY2019-20,Copper,Export,26030010,United Arab Emirates,Chennai,West Bengal,18.677,155.022,1719.26,10863.62
2019-04-01,2019,4,FY2019-20,Copper,Export,74020010,China,Tuticorin,Andhra Pradesh,17.857,148.216,1643.77,10863.62
2019-04-01,2019,4,FY2019-20,Copper,Export,74010010,Nepal,Visakhapatnam,West Bengal,13.39,111.134,1232.52,10863.62
2019-04-01,2019,4,FY2019-20,Copper,Export,74010010,Bangladesh,Kandla,Gujarat,9.169,76.1,843.98,10863.62
2019-04-01,2019,4,FY2019-20,Copper,Export,74010010,United States,Visakhapatnam,Odisha,7.977,66.211,734.3,10863.62
2019-04-01,2019,4,FY2019-20,Copper,Export,74010010,Others,Kandla,Andhra Pradesh,25.463,211.345,2343.9,10863.62
2019-05-01,2019,5,FY2019-20,Copper,Export,74031300,United Arab Emirates,Mundra,Karnataka,20.623,171.167,2113.95,9755.42
2019-05-01,2019,5,FY2019-20,Copper,Export,74031100,China,Visakhapatnam,Gujarat,18.717,155.353,1918.66,9755.42
2019-05-01,2019,5,FY2019-20,Copper,Export,74031200,Nepal,Kolkata,West Bengal,12.513,103.854,1282.63,9755.42
2019-05-01,2019,5,FY2019-20,Copper,Export,74031200,Bangladesh,Mundra,Karnataka,8.321,69.061,852.92,9755.42
2019-05-01,2019,5,FY2019-20,Copper,Export,74031100,United States,Chennai,West Bengal,8.661,71.885,887.79,9755.42
2019-05-01,2019,5,FY2019-20,Copper,Export,74031100,Others,Visakhapatnam,Maharashtra,28.87,239.62,2959.37,9755.42
2019-06-01,2019,6,FY2019-20,Copper,Export,74020010,United Arab Emirates,Cochin,West Bengal,23.953,198.808,2297.07,10427.54
2019-06-01,2019,6,FY2019-20,Copper,Export,26030090,China,Kandla,Karnataka,18.046,149.786,1730.66,10427.54
2019-06-01,2019,6,FY2019-20,Copper,Export,74031300,Nepal,Mundra,Andhra Pradesh,12.752,105.84,1222.9,10427.54
2019-06-01,2019,6,FY2019-20,Copper,Export,74031100,Bangladesh,Mundra,Andhra Pradesh,10.958,90.953,1050.89,10427.54
2019-06-01,2019,6,FY2019-20,Copper,Export,26030090,United States,Cochin,Rajasthan,8.788,72.939,842.76,10427.54
2019-06-01,2019,6,FY2019-20,Copper,Export,74010010,Others,Tuticorin,Karnataka,26.068,216.364,2499.91,10427.54
2019-07-01,2019,7,FY2019-20,Copper,Export,26030010,United Arab Emirates,Mundra,Odisha,17.781,147.58,1791.77,9923.55
2019-07-01,2019,7,FY2019-20,Copper,Export,74031200,China,Tuticorin,Gujarat,17.07,141.678,1720.11,9923.55
2019-07-01,2019,7,FY2019-20,Copper,Export,74010010,Nepal,Kolkata,Maharashtra,11.349,94.198,1143.66,9923.55
2019-07-01,2019,7,FY2019-20,Copper,Export,74031200,Bangladesh,Visakhapatnam,Karnataka,9.625,79.887,969.91,9923.55
2019-07-01,2019,7,FY2019-20,Copper,Export,26030090,United States,Cochin,Tamil Nadu,7.891,65.491,795.13,9923.55
2019-07-01,2019,7,FY2019-20,Copper,Export,26030090,Others,Kolkata,Rajasthan,22.662,188.097,2283.68,9923.55
2019-08-01,2019,8,FY2019-20,Copper,Export,74031100,United Arab Emirates,Kandla,Andhra Pradesh,23.527,195.276,2208.29,10654.03
2019-08-01,2019,8,FY2019-20,Copper,Export,74031300,China,Mundra,Karnataka,16.101,133.634,1511.22,10654.03
2019-08-01,2019,8,FY2019-20,Copper,Export,26030090,Nepal,Kolkata,Maharashtra,12.186,101.144,1143.79,10654.03
2019-08-01,2019,8,FY2019-20,Copper,Export,74020010,Bangladesh,Mundra,Gujarat,8.677,72.023,814.48,10654.03
2019-08-01,2019,8,FY2019-20,Copper,Export,26030010,United States,Visakhapatnam,Odisha,8.893,73.81,834.69,10654.03
2019-08-01,2019,8,FY2019-20,Copper,Export,74031200,Others,Kolkata,Andhra Pradesh,27.932,231.832,2621.69,10654.03
2019-09-01,2019,9,FY2019-20,Copper,Export,74031100,United Arab Emirates,JNPT Mumbai,Odisha,18.383,152.578,1718.34,10698.05
2019-09-01,2019,9,FY2019-20,Copper,Export,74010010,China,JNPT Mumbai,Gujarat,17.898,148.554,1673.02,10698.05
2019-09-01,2019,9,FY2019-20,Copper,Export,74031300,Nepal,Kolkata,Andhra Pradesh,13.385,111.096,1251.17,10698.05
2019-09-01,2019,9,FY2019-20,Copper,Export,74031200,Bangladesh,JNPT Mumbai,Gujarat,9.306,77.241,869.9,10698.05
2019-09-01,2019,9,FY2019-20,Copper,Export,26030090,United States,Visakhapatnam,Karnataka,8.713,72.318,814.45,10698.05
2019-09-01,2019,9,FY2019-20,Copper,Export,26030090,Others,Mundra,Tamil Nadu,25.673,213.083,2399.75,10698.05
2019-10-01,2019,10,FY2019-20,Copper,Export,74031300,United Arab Emirates,Chennai,Maharashtra,19.584,162.55,2220.51,8819.77
2019-10-01,2019,10,FY2019-20,Copper,Export,26030090,China,Tuticorin,Andhra Pradesh,13.447,111.608,1524.61,8819.77
2019-10-01,2019,10,FY2019-20,Copper,Export,74031200,Nepal,Visakhapatnam,Rajasthan,9.112,75.633,1033.19,8819.77
2019-10-01,2019,10,FY2019-20,Copper,Export,74031100,Bangladesh,Visakhapatnam,Tamil Nadu,8.119,67.391,920.6,8819.77
2019-10-01,2019,10,FY2019-20,Copper,Export,74031100,United States,Mundra,Andhra Pradesh,6.277,52.095,711.64,8819.77
2019-10-01,2019,10,FY2019-20,Copper,Export,74020010,Others,Cochin,Odisha,23.736,197.008,2691.21,8819.77
2019-11-01,2019,11,FY2019-20,Copper,Export,74031300,United Arab Emirates,Visakhapatnam,West Bengal,19.429,161.259,2417.34,8037.28
2019-11-01,2019,11,FY2019-20,Copper,Export,26030090,China,Kolkata,Odisha,15.613,129.591,1942.62,8037.28
2019-11-01,2019,11,FY2019-20,Copper,Export,74031300,Nepal,Visakhapatnam,Rajasthan,9.73,80.755,1210.55,8037.28
2019-11-01,2019,11,FY2019-20,Copper,Export,74031100,Bangladesh,Tuticorin,Odisha,7.248,60.156,901.77,8037.28
2019-11-01,2019,11,FY2019-20,Copper,Export,74010010,United States,JNPT Mumbai,Tamil Nadu,5.504,45.681,684.78,8037.28
2019-11-01,2019,11,FY2019-20,Copper,Export,74020010,Others,Mundra,Andhra Pradesh,20.9,173.468,2600.35,8037.28
2019-12-01,2019,12,FY2019-20,Copper,Export,74020010,United Arab Emirates,Tuticorin,Tamil Nadu,18.967,157.422,2114.75,8968.66
2019-12-01,2019,12,FY2019-20,Copper,Export,74031300,China,Kolkata,Gujarat,17.289,143.498,1927.7,8968.66
2019-12-01,2019,12,FY2019-20,Copper,Export,26030090,Nepal,Kolkata,Tamil Nadu,11.331,94.051,1263.45,8968.66
2019-12-01,2019,12,FY2019-20,Copper,Export,26030010,Bangladesh,Cochin,Andhra Pradesh,8.767,72.765,977.5,8968.66
2019-12-01,2019,12,FY2019-20,Copper,Export,74020010,United States,Visakhapatnam,Andhra Pradesh,6.525,54.159,727.55,8968.66
2019-12-01,2019,12,FY2019-20,Copper,Export,74031300,Others,Kandla,Maharashtra,25.328,210.222,2824.06,8968.66
2020-01-01,2020,1,FY2019-20,Copper,Export,26030010,United Arab Emirates,Kolkata,West Bengal,14.877,123.483,1690.62,8799.98
2020-01-01,2020,1,FY2019-20,Copper,Export,26030010,China,Chennai,Rajasthan,13.728,113.946,1560.05,8799.98
2020-01-01,2020,1,FY2019-20,Copper,Export,74010010,Nepal,Visakhapatnam,Andhra Pradesh,8.763,72.73,995.75,8799.98
2020-01-01,2020,1,FY2019-20,Copper,Export,74031100,Bangladesh,Kandla,Odisha,7.807,64.795,887.12,8799.98
2020-01-01,2020,1,FY2019-20,Copper,Export,74031200,United States,Kandla,Tamil Nadu,5.775,47.932,656.24,8799.98
2020-01-01,2020,1,FY2019-20,Copper,Export,74020010,Others,JNPT Mumbai,Andhra Pradesh,25.035,207.79,2844.89,8799.98
2020-02-01,2020,2,FY2019-20,Copper,Export,26030090,United Arab Emirates,Chennai,West Bengal,20.467,169.875,2002.45,10220.89
2020-02-01,2020,2,FY2019-20,Copper,Export,26030010,China,Tuticorin,Tamil Nadu,14.724,122.206,1440.54,10220.89
2020-02-01,2020,2,FY2019-20,Copper,Export,26030010,Nepal,Kandla,Rajasthan,9.648,80.082,943.99,10220.89
2020-02-01,2020,2,FY2019-20,Copper,Export,74010010,Bangladesh,Kolkata,Odisha,9.673,80.287,946.41,10220.89
2020-02-01,2020,2,FY2019-20,Copper,Export,74010010,United States,Visakhapatnam,West Bengal,6.327,52.512,619.0,10220.89
2020-02-01,2020,2,FY2019-20,Copper,Export,26030010,Others,Tuticorin,Tamil Nadu,26.601,220.787,2602.59,10220.89
2020-03-01,2020,3,FY2019-20,Copper,Export,26030090,United Arab Emirates,Chennai,Rajasthan,18.547,153.939,2098.85,8836.71
2020-03-01,2020,3,FY2019-20,Copper,Export,74020010,China,Kandla,Maharashtra,14.02,116.366,1586.56,8836.71
2020-03-01,2020,3,FY2019-20,Copper,Export,26030090,Nepal,Kandla,Maharashtra,9.663,80.202,1093.49,8836.71
2020-03-01,2020,3,FY2019-20,Copper,Export,74031200,Bangladesh,Cochin,Maharashtra,8.293,68.836,938.52,8836.71
2020-03-01,2020,3,FY2019-20,Copper,Export,74031300,United States,Kandla,Maharashtra,6.153,51.074,696.35,8836.71
2020-03-01,2020,3,FY2019-20,Copper,Export,26030010,Others,Mundra,Karnataka,26.065,216.341,2949.64,8836.71
2020-04-01,2020,4,FY2020-21,Copper,Export,74020010,United Arab Emirates,Tuticorin,Gujarat,15.075,125.125,1612.69,9347.95
2020-04-01,2020,4,FY2020-21,Copper,Export,74020010,China,Mundra,West Bengal,11.442,94.972,1224.05,9347.95
2020-04-01,2020,4,FY2020-21,Copper,Export,74020010,Nepal,Chennai,Odisha,8.112,67.328,867.76,9347.95
2020-04-01,2020,4,FY2020-21,Copper,Export,26030010,Bangladesh,JNPT Mumbai,Gujarat,6.633,55.053,709.55,9347.95
2020-04-01,2020,4,FY2020-21,Copper,Export,74031300,United States,JNPT Mumbai,Andhra Pradesh,5.244,43.523,560.95,9347.95
2020-04-01,2020,4,FY2020-21,Copper,Export,74031200,Others,Kolkata,Andhra Pradesh,16.457,136.595,1760.52,9347.95
2020-05-01,2020,5,FY2020-21,Copper,Export,74020010,United Arab Emirates,JNPT Mumbai,Karnataka,16.515,137.078,1386.07,11915.28
2020-05-01,2020,5,FY2020-21,Copper,Export,74031300,China,Cochin,Rajasthan,12.833,106.517,1077.05,11915.28
2020-05-01,2020,5,FY2020-21,Copper,Export,74031100,Nepal,Chennai,Odisha,8.129,67.469,682.22,11915.28
2020-05-01,2020,5,FY2020-21,Copper,Export,74031200,Bangladesh,Chennai,Maharashtra,6.795,56.4,570.29,11915.28
2020-05-01,2020,5,FY2020-21,Copper,Export,74031200,United States,Mundra,Rajasthan,4.653,38.616,390.47,11915.28
2020-05-01,2020,5,FY2020-21,Copper,Export,26030010,Others,Kandla,Gujarat,22.161,183.936,1859.88,11915.28
2020-06-01,2020,6,FY2020-21,Copper,Export,74031200,United Arab Emirates,Tuticorin,Tamil Nadu,13.535,112.338,1362.58,9933.12
2020-06-01,2020,6,FY2020-21,Copper,Export,74010010,China,JNPT Mumbai,Maharashtra,11.289,93.695,1136.46,9933.12
2020-06-01,2020,6,FY2020-21,Copper,Export,74031100,Nepal,Visakhapatnam,Maharashtra,8.577,71.192,863.51,9933.12
2020-06-01,2020,6,FY2020-21,Copper,Export,74010010,Bangladesh,Tuticorin,Andhra Pradesh,5.91,49.052,594.96,9933.12
2020-06-01,2020,6,FY2020-21,Copper,Export,74010010,United States,Mundra,Tamil Nadu,5.71,47.392,574.84,9933.12
2020-06-01,2020,6,FY2020-21,Copper,Export,74031100,Others,Mundra,Gujarat,18.224,151.263,1834.71,9933.12
2020-07-01,2020,7,FY2020-21,Copper,Export,74020010,United Arab Emirates,Kolkata,Karnataka,22.068,183.165,2087.83,10569.86
2020-07-01,2020,7,FY2020-21,Copper,Export,74010010,China,Mundra,Maharashtra,15.484,128.517,1464.92,10569.86
2020-07-01,2020,7,FY2020-21,Copper,Export,74020010,Nepal,Kandla,Rajasthan,11.997,99.576,1135.03,10569.86
2020-07-01,2020,7,FY2020-21,Copper,Export,26030090,Bangladesh,Tuticorin,Odisha,10.379,86.149,981.98,10569.86
2020-07-01,2020,7,FY2020-21,Copper,Export,26030090,United States,Kolkata,Rajasthan,8.239,68.385,779.49,10569.86
2020-07-01,2020,7,FY2020-21,Copper,Export,26030010,Others,JNPT Mumbai,Karnataka,24.755,205.47,2342.08,10569.86
2020-08-01,2020,8,FY2020-21,Copper,Export,74031100,United Arab Emirates,Visakhapatnam,Tamil Nadu,19.979,165.828,2038.09,9802.95
2020-08-01,2020,8,FY2020-21,Copper,Export,74010010,China,JNPT Mumbai,Andhra Pradesh,16.996,141.069,1733.79,9802.95
2020-08-01,2020,8,FY2020-21,Copper,Export,74010010,Nepal,Visakhapatnam,West Bengal,12.452,103.351,1270.22,9802.95
2020-08-01,2020,8,FY2020-21,Copper,Export,26030010,Bangladesh,Kandla,Gujarat,8.964,74.398,914.38,9802.95
2020-08-01,2020,8,FY2020-21,Copper,Export,74031100,United States,Kandla,Andhra Pradesh,7.603,63.105,775.59,9802.95
2020-08-01,2020,8,FY2020-21,Copper,Export,74010010,Others,Cochin,Odisha,25.363,210.514,2587.29,9802.95
2020-09-01,2020,9,FY2020-21,Copper,Export,74031300,United Arab Emirates,Kolkata,West Bengal,22.763,188.931,2542.13,8954.25
2020-09-01,2020,9,FY2020-21,Copper,Export,74020010,China,Kandla,Odisha,17.584,145.948,1963.77,8954.25
2020-09-01,2020,9,FY2020-21,Copper,Export,74010010,Nepal,Visakhapatnam,Rajasthan,10.687,88.702,1193.51,8954.25
2020-09-01,2020,9,FY2020-21,Copper,Export,26030090,Bangladesh,Cochin,Gujarat,10.472,86.922,1169.55,8954.25
2020-09-01,2020,9,FY2020-21,Copper,Export,26030090,United States,Kandla,Andhra Pradesh,8.212,68.162,917.14,8954.25
2020-09-01,2020,9,FY2020-21,Copper,Export,26030090,Others,Kandla,Gujarat,31.309,259.861,3496.5,8954.25
2020-10-01,2020,10,FY2020-21,Copper,Export,74010010,United Arab Emirates,JNPT Mumbai,Andhra Pradesh,19.945,165.54,1976.76,10089.54
2020-10-01,2020,10,FY2020-21,Copper,Export,74031200,China,JNPT Mumbai,Maharashtra,16.742,138.959,1659.35,10089.54
2020-10-01,2020,10,FY2020-21,Copper,Export,74031200,Nepal,Cochin,Tamil Nadu,11.74,97.441,1163.57,10089.54
2020-10-01,2020,10,FY2020-21,Copper,Export,26030090,Bangladesh,JNPT Mumbai,Tamil Nadu,10.58,87.814,1048.61,10089.54
2020-10-01,2020,10,FY2020-21,Copper,Export,74031200,United States,Tuticorin,Gujarat,7.635,63.368,756.69,10089.54
2020-10-01,2020,10,FY2020-21,Copper,Export,26030090,Others,Mundra,Odisha,32.518,269.899,3222.94,10089.54
2020-11-01,2020,11,FY2020-21,Copper,Export,74031300,United Arab Emirates,Cochin,West Bengal,19.953,165.612,1863.83,10705.48
2020-11-01,2020,11,FY2020-21,Copper,Export,26030010,China,Kandla,Karnataka,16.277,135.098,1520.42,10705.48
2020-11-01,2020,11,FY2020-21,Copper,Export,74031200,Nepal,Mundra,Odisha,12.836,106.538,1199.01,10705.48
2020-11-01,2020,11,FY2020-21,Copper,Export,74031300,Bangladesh,Chennai,West Bengal,10.554,87.601,985.88,10705.48
2020-11-01,2020,11,FY2020-21,Copper,Export,74020010,United States,Mundra,Gujarat,9.47,78.598,884.56,10705.48
2020-11-01,2020,11,FY2020-21,Copper,Export,74010010,Others,JNPT Mumbai,Tamil Nadu,30.703,254.833,2867.95,10705.48
2020-12-01,2020,12,FY2020-21,Copper,Export,74031200,United Arab Emirates,Chennai,Andhra Pradesh,20.895,173.425,2119.15,9859.89
2020-12-01,2020,12,FY2020-21,Copper,Export,74031100,China,Chennai,Maharashtra,16.561,137.459,1679.67,9859.89
2020-12-01,2020,12,FY2020-21,Copper,Export,74020010,Nepal,Mundra,West Bengal,10.97,91.053,1112.61,9859.89
2020-12-01,2020,12,FY2020-21,Copper,Export,74031300,Bangladesh,Mundra,Rajasthan,11.541,95.791,1170.51,9859.89
2020-12-01,2020,12,FY2020-21,Copper,Export,26030090,United States,Kandla,Maharashtra,8.373,69.493,849.16,9859.89
2020-12-01,2020,12,FY2020-21,Copper,Export,26030010,Others,JNPT Mumbai,Andhra Pradesh,26.468,219.683,2684.4,9859.89
2021-01-01,2021,1,FY2020-21,Copper,Export,26030010,United Arab Emirates,JNPT Mumbai,Karnataka,22.021,182.774,2339.77,9411.58
2021-01-01,2021,1,FY2020-21,Copper,Export,26030090,China,Kolkata,Maharashtra,19.898,165.157,2114.25,9411.58
2021-01-01,2021,1,FY2020-21,Copper,Export,26030090,Nepal,Tuticorin,Rajasthan,12.915,107.191,1372.2,9411.58
2021-01-01,2021,1,FY2020-21,Copper,Export,74010010,Bangladesh,JNPT Mumbai,Gujarat,8.931,74.123,948.89,9411.58
2021-01-01,2021,1,FY2020-21,Copper,Export,74010010,United States,Chennai,Tamil Nadu,6.661,55.284,707.72,9411.58
2021-01-01,2021,1,FY2020-21,Copper,Export,74031300,Others,Cochin,Maharashtra,32.728,271.644,3477.44,9411.58
2021-02-01,2021,2,FY2020-21,Copper,Export,74020010,United Arab Emirates,Kolkata,Andhra Pradesh,24.215,200.984,2189.92,11057.45
2021-02-01,2021,2,FY2020-21,Copper,Export,74031100,China,Chennai,Tamil Nadu,20.289,168.402,1834.91,11057.45
2021-02-01,2021,2,FY2020-21,Copper,Export,26030010,Nepal,Mundra,Maharashtra,13.836,114.843,1251.32,11057.45
2021-02-01,2021,2,FY2020-21,Copper,Export,26030090,Bangladesh,Kolkata,Andhra Pradesh,11.804,97.973,1067.51,11057.45
2021-02-01,2021,2,FY2020-21,Copper,Export,26030010,United States,Visakhapatnam,Odisha,7.882,65.421,712.83,11057.45
2021-02-01,2021,2,FY2020-21,Copper,Export,74031200,Others,Cochin,Rajasthan,29.14,241.858,2635.28,11057.45
2021-03-01,2021,3,FY2020-21,Copper,Export,26030010,United Arab Emirates,Kandla,Andhra Pradesh,23.048,191.296,1983.24,11621.27
2021-03-01,2021,3,FY2020-21,Copper,Export,26030090,China,Tuticorin,Tamil Nadu,17.809,147.818,1532.49,11621.27
2021-03-01,2021,3,FY2020-21,Copper,Export,74031100,Nepal,Kandla,Gujarat,13.43,111.473,1155.68,11621.27
2021-03-01,2021,3,FY2020-21,Copper,Export,26030090,Bangladesh,Kandla,Rajasthan,11.662,96.792,1003.48,11621.27
2021-03-01,2021,3,FY2020-21,Copper,Export,26030090,United States,Kandla,Odisha,8.611,71.473,740.99,11621.27
2021-03-01,2021,3,FY2020-21,Copper,Export,74031100,Others,Cochin,Andhra Pradesh,37.289,309.497,3208.67,11621.27
2021-04-01,2021,4,FY2021-22,Copper,Export,74031100,United Arab Emirates,Chennai,West Bengal,29.15,241.942,2405.08,12120.02
2021-04-01,2021,4,FY2021-22,Copper,Export,74031100,China,Kandla,Rajasthan,23.561,195.553,1943.94,12120.02
2021-04-01,2021,4,FY2021-22,Copper,Export,26030090,Nepal,JNPT Mumbai,Maharashtra,12.745,105.783,1051.56,12120.02
2021-04-01,2021,4,FY2021-22,Copper,Export,74031100,Bangladesh,JNPT Mumbai,Odisha,11.125,92.337,917.9,12120.02
2021-04-01,2021,4,FY2021-22,Copper,Export,74031200,United States,JNPT Mumbai,West Bengal,9.083,75.392,749.45,12120.02
2021-04-01,2021,4,FY2021-22,Copper,Export,26030090,Others,Tuticorin,Tamil Nadu,40.552,336.579,3345.84,12120.02
2021-05-01,2021,5,FY2021-22,Copper,Export,74031300,United Arab Emirates,Chennai,Tamil Nadu,23.58,195.712,2288.28,10304.61
2021-05-01,2021,5,FY2021-22,Copper,Export,74010010,China,Chennai,Rajasthan,20.37,169.071,1976.79,10304.61
2021-05-01,2021,5,FY2021-22,Copper,Export,74031200,Nepal,Mundra,Andhra Pradesh,12.816,106.369,1243.67,10304.61
2021-05-01,2021,5,FY2021-22,Copper,Export,26030090,Bangladesh,Chennai,Odisha,11.793,97.88,1144.41,10304.61
2021-05-01,2021,5,FY2021-22,Copper,Export,74031100,United States,Chennai,Maharashtra,8.152,67.662,791.11,10304.61
2021-05-01,2021,5,FY2021-22,Copper,Export,74010010,Others,Tuticorin,Odisha,29.677,246.323,2880.02,10304.61
2021-06-01,2021,6,FY2021-22,Copper,Export,74010010,United Arab Emirates,Tuticorin,Karnataka,16.881,140.114,2173.3,7767.53
2021-06-01,2021,6,FY2021-22,Copper,Export,26030010,China,Cochin,Tamil Nadu,14.547,120.742,1872.83,7767.53
2021-06-01,2021,6,FY2021-22,Copper,Export,26030090,Nepal,JNPT Mumbai,Maharashtra,10.334,85.775,1330.46,7767.53
2021-06-01,2021,6,FY2021-22,Copper,Export,74031300,Bangladesh,Tuticorin,Andhra Pradesh,9.978,82.816,1284.56,7767.53
2021-06-01,2021,6,FY2021-22,Copper,Export,26030090,United States,Kolkata,Andhra Pradesh,6.169,51.203,794.21,7767.53
2021-06-01,2021,6,FY2021-22,Copper,Export,74031100,Others,Visakhapatnam,Odisha,28.522,236.729,3671.89,7767.53
2021-07-01,2021,7,FY2021-22,Copper,Export,74031100,United Arab Emirates,Kolkata,Andhra Pradesh,21.382,177.471,2333.13,9164.53
2021-07-01,2021,7,FY2021-22,Copper,Export,74031200,China,Kolkata,Tamil Nadu,14.127,117.257,1541.53,9164.53
2021-07-01,2021,7,FY2021-22,Copper,Export,74020010,Nepal,JNPT Mumbai,Andhra Pradesh,11.099,92.122,1211.08,9164.53
2021-07-01,2021,7,FY2021-22,Copper,Export,26030090,Bangladesh,Kolkata,Rajasthan,9.878,81.984,1077.81,9164.53
2021-07-01,2021,7,FY2021-22,Copper,Export,74020010,United States,Kandla,Rajasthan,8.005,66.445,873.53,9164.53
2021-07-01,2021,7,FY2021-22,Copper,Export,74031300,Others,Kolkata,West Bengal,30.186,250.547,3293.84,9164.53
2021-08-01,2021,8,FY2021-22,Copper,Export,26030090,United Arab Emirates,Chennai,Odisha,17.346,143.969,2200.86,7881.33
2021-08-01,2021,8,FY2021-22,Copper,Export,26030010,China,Visakhapatnam,Andhra Pradesh,13.646,113.261,1731.42,7881.33
2021-08-01,2021,8,FY2021-22,Copper,Export,74031100,Nepal,Visakhapatnam,Tamil Nadu,9.575,79.472,1214.89,7881.33
